,game,developers,publishers,franchises,features,released_date,platform,genres,score,score_text,esrb,esrb_info
99,Eldest Souls,['Fallen Flag Studio'],['United Label'],,['Steam Deck Verified'],2021-07-29 00:00:00,"['Xbox Series X|S', 'Xbox One', 'PlayStation 4', 'PlayStation 5', 'PC', 'Nintendo Switch']","['Action', 'Platformer']",8.0,great,Teen,"['Blood', 'Fantasy Violence']"
100,Resident Evil Revelations 2,"['Capcom', 'Frima Studios']","['Capcom', 'Sony Computer Entertainment']",['Resident Evil'],['Offline Co-Op Multiplayer'],2015-02-24 00:00:00,"['Nintendo Switch', 'PlayStation Vita', 'PC', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Xbox One']","['Adventure', 'Action']",,,Mature,"['Intense Violence', 'Blood and Gore', 'Strong Language', 'Blood and Gore', 'Intense Violence', 'Strong Language', 'Includes online features that may expose players to unrated user-generated content']"
101,The Kings' Crusade,['Neocore Games'],['Paradox  Interactive'],"[""The Kings' Crusade""]",,2010-10-14 00:00:00,['PC'],['Strategy'],5.0,mediocre,Teen,['Mild Violence']
102,Sniper Elite 5,['Rebellion'],['Rebellion'],['Sniper Elite'],"['Online Co-Op Multiplayer', 'Online Versus Multiplayer']",2022-05-26 00:00:00,"['PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X|S', 'PC']",['Shooter'],7.0,good,Mature,"['Language', 'Blood and Gore', 'Intense Violence', ' In-Game Purchases', ' Users Interact']"
103,Ratchet & Clank: Up Your Arsenal,"['Insomniac Games', 'Idol Minds Digital Entertainment']",['Sony Computer Entertainment'],['Ratchet and Clank'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Stereo Surround', 'Dolby Pro Logic II', '16:9', '480p']",2004-11-02 00:00:00,"['PlayStation 3', 'PlayStation 2', 'PlayStation Vita']","['Action', 'Sampler']",9.6,amazing,Everyone 10+,"['Crude Humor', 'Animated Blood', 'Crude Humor', 'Fantasy Violence', 'Mild Language', 'Suggestive Themes', 'Use of Tobacco', 'Fantasy Violence']"
104,Razer DeathAdder Chroma Mouse,,['RAZER'],,,,['PC'],['Hardware'],9.0,amazing,,
105,Resident Evil Code: Veronica X,"['Capcom Production Studio 4', 'Capcom Production Studio 3']",['Capcom'],['Resident Evil'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Stereo Surround', 'Memory Blocks']",2001-03-22 00:00:00,"['PlayStation 3', 'PlayStation 4', 'Xbox 360', 'GameCube', 'PlayStation 2', 'Dreamcast']","['Action', 'Adventure']",5.0,mediocre,Mature,"['Animated Blood and Gore', 'Animated Violence', 'Blood and Gore']"
106,SuperHyperCube,['Kokoromi'],['Polytron'],,"['VR', 'PlayStation VR', 'HTC Vive VR']",2016-10-13 00:00:00,"['PlayStation 4', 'PC']",['Puzzle'],9.0,amazing,Everyone,['No Descriptors']
107,Rugby World Cup 2015,['HB Studios'],['BigBen Interactive'],['Rugby [Nacon]'],,2015-09-04 00:00:00,"['Xbox One', 'PlayStation Vita', 'PC', 'Xbox 360', 'PlayStation 4', 'PlayStation 3']","['Sports', 'Rugby']",1.5,unbearable,Everyone,['No Descriptors']
108,Blast Chamber,"['Attention to Detail (ATD)', 'Activision']","['Electro Source', 'Activision']",,['Number Of Players'],1996-10-01 00:00:00,"['Saturn', 'PlayStation']","['Action', 'Sports']",6.0,okay,Teen,['Animated Violence']
109,Guitar Hero: Aerosmith,"['Vicarious Visions', 'Neversoft Entertainment', 'Budcat Creations']","['Activision', 'Aspyr']",['Guitar Hero'],"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players']",2008-06-13 00:00:00,"['Wii', 'Macintosh', 'PC', 'Xbox 360', 'PlayStation 2', 'PlayStation 3']",['Music'],7.0,good,Teen,"['Lyrics', 'Mild Suggestive Themes']"
110,Weapon Shop de Omasse,['Level-5'],['Nintendo'],,,2014-02-20 00:00:00,['Nintendo 3DS'],['Adventure'],5.8,mediocre,Teen,"['Violent References', 'Suggestive Themes', 'Partial Nudity', 'Mild Language']"
111,NHL FaceOff '97,['Killer Game'],['Sony Computer Entertainment'],['NHL FaceOff / Gretzky NHL'],"['Number Of Players', 'Memory Card']",1997-11-17 00:00:00,['PlayStation'],['Sports'],8.0,great,Everyone,['Animated Violence']
112,FIFA Soccer 12 [3DS Edition],['EA Canada'],['Electronic Arts'],['FIFA'],"['Number Of Players', 'Local - VS # of Players', 'Multi-cartridge Multiplayer']",2011-09-27 00:00:00,['Nintendo 3DS'],['Sports'],7.0,good,Everyone,['No Descriptors']
113,Big Bash Boom,['Big Ant Studios'],['Big Ant Studios'],,,2018-11-29 00:00:00,"['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",['Sports'],6.0,okay,,
114,XCOM 2: War of the Chosen,['Firaxis'],['2K Games'],['XCOM'],,2017-08-29 00:00:00,"['Xbox One', 'PlayStation 4', 'PC']","['Strategy', 'DLC / Expansion']",8.8,great,Rating Pending,
115,Legaia 2: Duel Saga,['Contrail'],"['Sony Computer Entertainment', 'Eidos Interactive']",,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock']",2001-10-01 00:00:00,['PlayStation 2'],['RPG'],7.5,good,Teen,
116,Mario Party 5,['Hudson Soft'],['Nintendo'],"['Mario', 'Mario Party']","['Memory Card', 'Dolby Pro Logic II', '480p', 'Offline Versus Multiplayer']",2003-11-07 00:00:00,['GameCube'],['Party'],7.9,good,Everyone,['Comic Mischief']
117,Football Manager 2020,['Sports Interactive (SI Interactive)'],['SEGA'],['Football Manager'],,2019-11-19 00:00:00,"['Macintosh', 'Stadia', 'PC']","['Sports', 'Simulation']",8.7,great,Everyone,['No Descriptors']
118,Herdy Gerdy,['CORE Design Limited'],"['ACE (2)', 'Eidos Interactive']",,"['Memory Card', 'Memory Blocks', 'Stereo Surround', 'Number Of Players', 'Vibration', 'DualShock']",2002-02-22 00:00:00,['PlayStation 2'],['Adventure'],7.5,good,Everyone,['Comic Mischief']
119,Sid Meier's Pirates!,"['Firaxis', '2K Shanghai']","['2K Games', 'Atari', 'Take-Two Interactive ', 'Feral Interactive', 'Firaxis']","[""Sid Meier's Pirates""]","['Number Of Players', 'Memory Card', 'Local - VS # of Players', 'Multi-cartridge Multiplayer', 'EAX']",2004-11-22 00:00:00,"['Windows Phone', 'iPhone', 'Android', 'Wii', 'Macintosh', 'Xbox 360', 'PlayStation Portable', 'Xbox', 'PC']","['Action', 'Adventure']",9.0,amazing,Everyone 10+,"['Mild Language', 'Violence', 'Suggestive Themes', 'Mild Violence', 'Alcohol Reference']"
120,eJay Clubworld: The Music Making Experience,['Unique Development Studios (UDS)'],"['Empire Interactive', 'Crave Entertainment', 'Ingram Entertainment']",,"['Number Of Players', 'Memory Card', 'DualShock', 'Vibration']",2003-07-31 00:00:00,['PlayStation 2'],"['Music', 'Editor']",7.6,good,Everyone,
121,NBA Live 08 [PSP],['EA Canada'],['Electronic Arts'],,,2007-10-02 00:00:00,['PlayStation Portable'],['Sports'],7.3,good,Everyone,
122,Raw Danger,['Irem Software Engineering'],"['Agetec', 'Irem Software Engineering']",,"['Memory Card', 'Vibration', 'DualShock']",2006-02-21 00:00:00,['PlayStation 2'],['Adventure'],7.5,good,Teen,"['Blood', 'Language', 'Use of Alcohol and Tobacco', 'Violence']"
123,Super Star Wars: The Empire Strikes Back,['Sculptured Software'],['LucasArts'],,['Password Save'],1993-06-01 00:00:00,"['Wii', 'Super Nintendo Entertainment System']",['Action'],7.5,good,Everyone,"['Fantasy Violence', 'Animated Violence']"
124,Sniper Elite VR,"['Just Add Water Developments', 'Coatsink Software']",['Rebellion'],['Sniper Elite'],['VR'],2021-07-08 00:00:00,"['PC', 'PlayStation 4']",['Shooter'],6.0,okay,Rating Pending,
125,Prince of Persia,['Ubisoft Montreal'],['Ubisoft'],['Prince of Persia'],"['Vibration', 'DualShock', 'Dolby Digital', '16:9', '480p', '720p', '1080p', '1080i']",2008-12-02 00:00:00,"['Macintosh', 'PC', 'Xbox 360', 'PlayStation 3']",['Platformer'],9.3,amazing,Teen,"['Violence', 'Mild Suggestive Themes', 'Mild Language', 'Alcohol Reference']"
126,Prime World,['Nival Interactive'],['Nival Interactive'],['Prime World'],['Online'],2013-03-20 00:00:00,"['PC', 'iPhone', 'Android']","['MOBA (Multiplayer Online Battle Arena)', 'RPG']",5.9,mediocre,,
127,AquaSpace,['Nintendo'],['Nintendo'],,['Number Of Players'],2010-07-19 00:00:00,['Wii'],,6.0,okay,Everyone,
128,The Fast and the Furious [PS],['Eutechnyx'],"['Bandai Namco Games', 'Ingram Entertainment']",['Fast and Furious'],"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Online', 'Local - VS # of Players', 'Multi-cartridge Multiplayer']",2006-09-26 00:00:00,"['PlayStation Portable', 'PlayStation 2']",['Racing'],6.6,okay,Teen,"['Mild Lyrics', 'Suggestive Themes', 'Lyrics']"
129,Need for Speed: Hot Pursuit Remastered,"['Electronic Arts', 'Criterion Games', 'Stellar Entertainment']",['Electronic Arts'],['Need for Speed'],"['Online Versus Multiplayer', 'Steam Deck Playable']",2020-11-06 00:00:00,"['Nintendo Switch', 'PC', 'Xbox One', 'PlayStation 4']",['Racing'],8.0,great,Everyone 10+,"['Mild Lyrics', 'Mild Violence', ' Users Interact']"
130,NCAA Football 12,['EA Tiburon'],['Electronic Arts'],['EA Sports College Football'],,2011-07-12 00:00:00,"['Xbox 360', 'PlayStation 3']",['Sports'],8.5,great,Everyone,['No Descriptors']
131,Tao Feng: Fist of the Lotus,['Studio Gigante'],"['Microsoft', 'Ingram Entertainment']",,"['Number Of Players', '480p', 'DualShock', 'Dolby Digital']",2003-03-18 00:00:00,['Xbox'],['Fighting'],8.7,great,Mature,['Mild Realistic Violence']
132,Super Mario Land,['Nintendo R&D1'],['Nintendo'],['Mario'],,1989-04-21 00:00:00,"['Nintendo 3DS', 'Game Boy']",['Platformer'],7.5,good,Everyone,['No Descriptors']
133,Macross M3,['Shoeisha (SE)'],['Shoeisha (SE)'],['Macross'],,2001-02-22 00:00:00,['Dreamcast'],['Action'],4.0,bad,,
134,Metroid Prime 2: Echoes,['Retro Studios'],"['Ingram Entertainment', 'Nintendo']",['Metroid'],"['Number Of Players', 'Memory Card', 'Vibration', 'Memory Blocks', 'Dolby Pro Logic II', '480p']",2004-11-15 00:00:00,"['Wii', 'GameCube']","['Action', 'Adventure', 'Shooter']",9.5,amazing,Teen,"['Violence', 'Blood', 'Animated Blood']"
135,Fantasy Strike,['Sirlin Games'],['Sirlin Games'],,"['Offline Versus Multiplayer', 'Online Versus Multiplayer', 'Cross-Platform Play']",2017-09-14 00:00:00,"['Nintendo Switch', 'PlayStation 4', 'PC']",['Fighting'],8.0,great,,
136,Bankshot Billiards 2,"['pixelStorm, Inc.']",,,"['Local - VS # of Players', 'Online', '720p', 'Online - VS Number Of Players', 'Number Of Players']",2005-11-22 00:00:00,['Xbox 360'],['Sports'],7.5,good,Everyone,
137,Dangerous Golf,['Three Fields Entertainment'],['Three Fields Entertainment'],,,2016-06-02 00:00:00,"['Xbox One', 'PlayStation 4', 'PC']","['Sports', 'Action']",6.0,okay,Everyone,['Alcohol Reference']
138,WarpForce,['Artix Entertainment'],['Artix Entertainment'],,['Online'],2009-07-17 00:00:00,['PC'],['RPG'],4.0,bad,,
139,Warcraft III: The Frozen Throne,['Blizzard Entertainment'],['Blizzard Entertainment'],['Warcraft'],"['Dolby Digital', 'Online', 'EAX', 'Online Versus Multiplayer']",2003-07-01 00:00:00,"['PC', 'Macintosh']",['Strategy'],9.0,amazing,Teen,"['Realistic Violence', 'Realistic Blood', 'Mild Realistic Violence']"
140,Echoes,['Halfbrick Studios'],['Halfbrick Studios'],,,2009-05-07 00:00:00,"['PlayStation Portable', 'Xbox 360']","['Action', 'Puzzle']",7.9,good,Everyone,
141,Microsoft Train Simulator,['Microsoft'],['Microsoft'],['Microsoft Train Simulator'],"['Number Of Players', 'Memory Card']",2001-06-01 00:00:00,['PC'],['Simulation'],8.0,great,Everyone,['No Descriptors']
142,Tumble Bugs 2,['Wildfire Studios'],"['GameShastra', 'MumboJumbo']",,['Number Of Players'],2008-03-03 00:00:00,"['Wii', 'PC']",['Action'],6.0,okay,Everyone,
143,Hatoful Boyfriend,['Independent'],['Devolver Digital'],,['Number Of Players'],2011-01-01 00:00:00,"['PlayStation 4', 'PlayStation Vita', 'Macintosh', 'PC']","['Adventure', 'Simulation']",8.0,great,Everyone 10+,"['Fantasy Violence', 'Mild Blood', 'Mild Language']"
144,Shadowgun,['MadFinger Games'],['MadFinger Games'],['Shadowgun'],,2011-10-26 00:00:00,"['iPhone', 'Android']",['Shooter'],7.0,good,,
145,Pokemon Rumble Blast,['Ambrella (Marigul)'],['Nintendo'],['Pokemon'],"['Multi-cartridge Multiplayer', 'Local - VS # of Players', 'Number Of Players']",2011-08-11 00:00:00,['Nintendo 3DS'],['Fighting'],6.5,okay,Everyone 10+,['Mild Cartoon Violence']
146,Army Men: RTS,"['Pandemic Studios', 'Coyote']",['3DO'],['Army Men'],"['DualShock', 'Memory Card', 'Vibration', 'Online']",2002-03-28 00:00:00,"['GameCube', 'PlayStation 2', 'PC']","['Strategy', 'Real-Time']",7.7,good,Teen,"['Animated Violence', 'Realistic Violence', 'Violence']"
147,Magic: The Gathering -- Duels of the Planeswalkers,['Stainless Games'],['Wizards of the Coast'],['Magic the Gathering'],"['Number Of Players', 'Custom Soundtrack', 'Online - VS Number Of Players', '16:9', '480p', '720p', 'Online Leaderboards', 'Online', 'Local - VS # of Players', '1080i', 'Mic/Headset Voice', 'System Link / LAN']",2009-06-17 00:00:00,"['PlayStation 3', 'PC', 'Xbox 360']","['Card', 'Battle']",7.5,good,Teen,"['Violent References', 'Mild Suggestive Themes', 'Mild Blood']"
148,iPhone 12 Pro Max,,['Apple'],['iPhone'],,2020-11-13 00:00:00,['iPhone'],['Hardware'],7.0,good,,
149,Fire Emblem Heroes,"['Intelligent Systems', 'DeNA']",['Nintendo'],['Fire Emblem'],,2017-02-02 00:00:00,"['Android', 'iPhone']","['RPG', 'Strategy']",7.4,good,,
150,Marvel: Ultimate Alliance,"['Vicarious Visions', 'Barking Lizards', 'Raven Software']",['Activision'],,"['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Memory Blocks', 'Dolby Digital', 'Online - VS Number Of Players', 'Online - Co-Op Number Of Players', '16:9', '480p', '720p', 'Online', 'Local - VS # of Players', 'Local - Co-Op # of Players', '1080p', '1080i', 'Mic/Headset Voice', 'Cartridge Save', 'Online Co-Op Multiplayer', 'Offline Co-Op Multiplayer']",2006-10-24 00:00:00,"['Xbox One', 'PlayStation 4', 'PC', 'Xbox 360', 'Wii', 'PlayStation 3', 'PlayStation Portable', 'Xbox', 'PlayStation 2', 'Game Boy Advance', 'Nintendo DS']","['Action', 'RPG']",2.0,painful,Everyone 10+,"['Mild Language', 'Fantasy Violence', 'Realistic Violence', 'Violence']"
151,World Rally Championship,"['SIE Europe', ""Traveller's Tales""]","['Sony Computer Entertainment', 'Namco']",['WRC [Sony]'],"['Number Of Players', 'Memory Card', 'Multi-cartridge Multiplayer']",2005-11-01 00:00:00,['PlayStation Portable'],['Racing'],6.2,okay,Everyone,['No Descriptors']
152,Borderlands: The Secret Armory of General Knoxx,['Gearbox Software'],['2K Games'],['Borderlands'],"['Offline Co-Op Multiplayer', 'Online Co-Op Multiplayer']",2010-02-23 00:00:00,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'RPG']",8.8,great,Mature,"['Mature Humor', 'Blood and Gore', 'Strong Language', 'Intense Violence']"
153,NASCAR Racing: 2003 Season,['Papyrus'],"['Aspyr', 'Sierra']",['NASCAR Racing'],"['Number Of Players', 'Vibration', 'DualShock', 'Online', 'Steering Wheel Support']",2003-02-04 00:00:00,"['PC', 'Macintosh']",['Racing'],9.3,amazing,Everyone,['No Descriptors']
154,Alienation,['Housemarque'],['Sony Computer Entertainment'],,,2016-04-26 00:00:00,['PlayStation 4'],"['Shooter', 'Twin-Stick']",8.7,great,Mature,"['Violence', 'Blood and Gore']"
155,AirForce Delta Strike,['Konami Studios'],"['Ingram Entertainment', 'Konami']",,"['Memory Card', 'Number Of Players', 'Memory Blocks', 'DualShock', 'Vibration', 'Dolby Digital 5.1', 'Stereo Surround', 'Dolby Pro Logic II']",2004-02-03 00:00:00,['PlayStation 2'],"['Flight', 'Action']",6.4,okay,Teen,"['Mild Language', 'Violence']"
156,Garfield: Lasagna World Tour,"['Eko Software', 'Neko Entertainment']","['Conspiracy Entertainment', 'Blast! Entertainment', 'Play Connection']",['Garfield'],"['Vibration', 'DualShock', 'Number Of Players', 'Local - VS # of Players']",2007-10-05 00:00:00,"['PlayStation 2', 'PC']",['Adventure'],2.5,painful,Everyone,['Mild Cartoon Violence']
157,Breeders' Cup World Thoroughbred Championships,['4JStudios'],"['Bethesda  Softworks', 'Ingram Entertainment']",,"['Number Of Players', 'Memory Card', 'Memory Blocks']",2005-09-27 00:00:00,"['PlayStation 2', 'Xbox']","['Sports', 'Horse Racing']",4.3,bad,Everyone,['Simulated Gambling']
158,World War Z Aftermath,['Saber Interactive'],['Saber Interactive'],['World War Z'],"['Online Co-Op Multiplayer', 'Cross-Platform Play']",2021-09-18 00:00:00,"['Stadia', 'PC', 'Xbox Series X|S', 'Xbox One', 'PlayStation 4', 'PlayStation 5']",['Action'],8.0,great,Mature,"['Strong Language', 'Blood and Gore', 'Intense Violence', ' Users Interact']"
159,American Chopper 2: Full Throttle,['Creat Studios'],"['Ingram Entertainment', 'Activision Value']",,"['Local - VS # of Players', 'Memory Card', 'Number Of Players', 'Vibration', 'DualShock', 'Memory Blocks']",2005-11-16 00:00:00,"['PlayStation 2', 'GameCube', 'Xbox', 'PC']",['Racing'],6.0,okay,Teen,"['Mild Language', 'Mild Violence']"
160,The Last Remnant,['Square Enix'],['Square Enix'],['The Last Remnant'],['Number Of Players'],2008-06-30 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['RPG'],6.8,okay,Mature,"['Violence', 'Language', 'Blood', 'Suggestive Themes']"
161,Waking,['JOda'],['TinyBuild Games'],,,2020-06-18 00:00:00,"['PC', 'Xbox One']","['Action', 'Adventure']",2.0,painful,,
162,Adventure Time: Pirates of the Enchiridion,['Climax Studios'],['Outright Games'],['Adventure Time'],,2018-07-17 00:00:00,"['Stadia', 'Nintendo Switch', 'PlayStation 4', 'Xbox One', 'PC']",['Adventure'],5.8,mediocre,Everyone 10+,"['Cartoon Violence', 'Comic Mischief']"
163,Operation Flashpoint: Resistance,['Bohemia Interactive'],['Codemasters'],"['ArmA', 'Operation Flashpoint']","['Memory Card', 'Online', 'EAX']",2002-06-25 00:00:00,['PC'],['Shooter'],7.9,good,Mature,"['Blood', 'Violence']"
164,Outriders Worldslayer,['People Can Fly'],['Square Enix'],['Outriders'],['Online Co-Op Multiplayer'],2022-06-30 00:00:00,"['Stadia', 'Xbox Series X|S', 'Xbox One', 'PlayStation 5', 'PlayStation 4', 'PC']",['Shooter'],7.0,good,Mature,"['Suggestive Themes', 'Strong Language', 'Blood and Gore', 'Intense Violence', ' In-Game Purchases', ' Users Interact']"
165,Barnyard,"['Blue Tongue', 'Halfbrick Studios']","['THQ', 'Ingram Entertainment']",,"['Number Of Players', 'Memory Card', 'DualShock', 'Vibration']",2006-08-01 00:00:00,"['Wii', 'PlayStation 2', 'Game Boy Advance', 'PC', 'GameCube']","['Adventure', 'Action']",5.8,mediocre,Everyone 10+,"['Comic Mischief', 'Cartoon Violence']"
166,Alex Kidd: The Lost Stars,['SEGA'],['SEGA'],['Alex Kidd'],['Number Of Players'],1986-12-31 00:00:00,"['Wii', 'Arcade']",['Platformer'],5.0,mediocre,Everyone,"['Crude Humor', 'Comic Mischief']"
167,Live a Live,['Square Enix'],['Square Enix'],['Live A Live'],,2022-07-22 00:00:00,['Nintendo Switch'],['RPG'],9.0,amazing,Teen,"['Blood', 'Language', 'Fantasy Violence', 'Crude Humor', 'Suggestive Themes']"
168,Bionic Commando,"['Capcom', 'GRIN']",['Capcom'],['Bionic Commando'],"['Number Of Players', 'Vibration', 'DualShock', 'Online - VS Number Of Players', 'Online']",2009-05-19 00:00:00,"['PC', 'Xbox 360', 'PlayStation 3']",['Action'],7.5,good,Mature,"['Violence', 'Strong Language', 'Blood and Gore']"
169,Street Fighter EX 3,['Arika'],['Capcom'],['Street Fighter'],"['Memory Card', 'Vibration', 'DualShock']",2000-03-04 00:00:00,['PlayStation 2'],['Fighting'],5.0,mediocre,Teen,['Animated Violence']
170,Pokken Tournament,['Bandai Namco Games'],"['Bandai Namco Games', 'Nintendo']","['Pokemon', 'Tekken']",['Amiibo'],2015-07-30 00:00:00,"['Wii U', 'Arcade']",['Fighting'],8.0,great,,
171,KarmaStar,['Arkane Studios'],['Majesco'],,,2009-03-25 00:00:00,"['iPhone', 'PlayStation Portable']",['Strategy'],8.0,great,,
172,International Cricket 2010,['Trickstar Games'],['Codemasters'],['International Cricket'],['Online'],2010-06-18 00:00:00,"['Xbox 360', 'PlayStation 3']",['Sports'],7.0,good,,
173,Chicken Little: Ace in Action,"['Avalanche Software (USA)', 'DC Studios']","['Ingram Entertainment', 'Buena Vista Games']",['Chicken Little'],"['Number Of Players', 'Memory Card', 'Multi-cartridge Multiplayer']",2006-11-21 00:00:00,"['Wii', 'Nintendo DS', 'PlayStation 2']",['Action'],7.5,good,Everyone 10+,['Fantasy Violence']
